PUBCHEM_COMPOUND_ID_TYPE,PUBCHEM_TOTAL_CHARGE,PUBCHEM_SUBSTANCE_ID,PUBCHEM_SUBSTANCE_VERSION,PUBCHEM_EXT_DATASOURCE_NAME,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_XREF_EXT_ID,PUBCHEM_EXT_DATASOURCE_URL,PUBCHEM_EXT_SUBSTANCE_URL,PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_COORDINATE_TYPE,ID,ROMol,PUBCHEM_SUBSTANCE_COMMENT,PUBCHEM_BONDANNOTATIONS,hERG_Prediction,hERG_Probability,Risk_Level
0,0,402425169,3,Specs,AG-690/40639783,"8-(benzylamino)-7-(2,3-dihydroxypropyl)-3-methyl-3,7-dihydro-1H-purine-2,6-dione
AG-690/40639783",AG-690/40639783,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40639783,4046787  1,"1
3",402425169,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A18C0>,,,1,0.71,MEDIUM
0,0,383534865,3,Specs,AO-022/43513738,"N-{[3-(4-fluorophenyl)-5-methyl-1H-pyrazol-4-yl]acetyl}phenylalanine
AO-022/43513738",AO-022/43513738,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43513738,110204339  1,"1
3",383534865,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1930>,,8  12  5,1,0.55,MEDIUM
0,0,321904852,3,Specs,AP-263/42467013,"3,4-dichloro-N-cyclohexyl-2-methoxybenzenesulfonamide
AP-263/42467013",AP-263/42467013,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-263/42467013,935618  1,"1
3",321904852,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A19A0>,,,1,0.665,MEDIUM
0,0,254528638,3,Specs,AT-057/43468128,"1,3-dimethyl-7-(4-methylbenzyl)-8-{[2-(4-morpholinyl)ethyl]amino}-3,7-dihydro-1H-purine-2,6-dione
AT-057/43468128",AT-057/43468128,http://www.specs.net,http://www.specs.net/enter.php?specsid=AT-057/43468128,4874770  1,"1
3",254528638,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1A80>,,,1,0.735,MEDIUM
0,0,252454454,3,Specs,AE-641/30157022,"11-[3-(dimethylamino)propyl]-10,11-dihydrodibenzo[b,f]thiepine-10-carbonitrile
AE-641/30157022",AE-641/30157022,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/30157022,11834791  1,"1
3",252454454,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1AF0>,Salt: oxalic acid,"2  8  5
3  11  6",1,0.825,HIGH
0,0,251914311,3,Specs,AP-970/43482653,"N-[3-bromo-4-(4-morpholinyl)phenyl]acetamide
AP-970/43482653",AP-970/43482653,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-970/43482653,17220715  1,"1
3",251914311,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1B60>,,,1,0.5566666666666666,MEDIUM
0,0,242041170,3,Specs,AS-871/43477445,"[2-(methylsulfonyl)phenyl]acetic acid
AS-871/43477445",AS-871/43477445,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43477445,13689658  1,"1
3",242041170,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1C40>,,,1,0.655,MEDIUM
0,0,242040941,5,Specs,AS-871/43475095,"N-[2-(4-morpholinyl)ethyl][1,2,4]triazolo[3,4-a]phthalazin-6-amine
AS-871/43475095",AS-871/43475095,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43475095,35271537  1,"1
3",242040941,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1CB0>,,,1,0.74,MEDIUM
0,0,242040795,3,Specs,AS-871/42507160,"2-[2-(dimethylamino)ethyl]-1-(3,4,5-trimethoxyphenyl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione
AS-871/42507160",AS-871/42507160,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/42507160,4027847  1,"1
3",242040795,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1D20>,,,1,0.73375,MEDIUM
0,0,242040375,3,Specs,AE-641/40794313,"5-{[3-(dimethylamino)propyl]amino}-6-methyl-1,2,4-triazin-3(2H)-one
AE-641/40794313",AE-641/40794313,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/40794313,1555286  1,"1
3",242040375,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1D90>,,,1,0.51,MEDIUM
0,0,202567019,3,Specs,AG-690/12950364,"6-amino-4-(3,4-dimethoxyphenyl)-3-propyl-2,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile
AG-690/12950364",AG-690/12950364,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/12950364,3752206  1,"1
3",202567019,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1E00>,,,1,0.68,MEDIUM
0,0,172543305,3,Specs,AP-853/43445418,"4-{5-[(2-oxotetrahydro-3-furanyl)sulfanyl]-1H-tetraazol-1-yl}benzoic acid
AP-853/43445418",AP-853/43445418,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-853/43445418,44123248  1,"1
3",172543305,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1E70>,,,0,0.42,LOW
0,0,163630442,3,Specs,AS-871/43476161,"4-amino-6-(4-pyridinyl)-1,3,5-triazin-2-ylamine
AS-871/43476161",AS-871/43476161,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43476161,99551  1,"1
3",163630442,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1EE0>,,,0,0.23,LOW
0,0,163630296,3,Specs,AS-871/43475914,"pentyl 3-amino-4,6-dimethylthieno[2,3-b]pyridine-2-carboxylate
AS-871/43475914",AS-871/43475914,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43475914,1622528  1,"1
3",163630296,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A1FC0>,,,0,0.46375,LOW
0,0,163629513,3,Specs,AS-871/42864097,"1-[3-ethoxy-4-(isopentyloxy)phenyl]-2-(1,3,4-thiadiazol-2-yl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione
AS-871/42864097",AS-871/42864097,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/42864097,4104882  1,"1
3",163629513,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2030>,,,1,0.54,MEDIUM
0,0,163629164,3,Specs,AS-871/41981395,"3-nitro-N-(3-(3-methoxyphenyl)-5,5-dioxidotetrahydrothieno[3,4-d][1,3]thiazol-2(3H)-ylidene)benzamide
AS-871/41981395",AS-871/41981395,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/41981395,3814714  1,"1
3",163629164,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A20A0>,,,1,0.57,MEDIUM
0,0,163628947,3,Specs,AS-871/41503456,"4-(2-furoyl)-3-hydroxy-1-(2-methoxyethyl)-5-(4-methylphenyl)-1,5-dihydro-2H-pyrrol-2-one
AS-871/41503456",AS-871/41503456,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/41503456,3147544  1,"1
3",163628947,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2110>,,,1,0.56,MEDIUM
0,0,163628605,3,Specs,AS-871/40684167,"1-[1-(4-methoxyphenyl)-2,5-dimethyl-1H-pyrrol-3-yl]-2-(1-piperidinyl)ethanone
AS-871/40684167",AS-871/40684167,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/40684167,704880  1,"1
3",163628605,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2180>,,,1,0.7829999999999999,MEDIUM
0,0,163627835,3,Specs,AO-548/12575676,"dimethyl 5-[(3-methylbutanoyl)amino]isophthalate
AO-548/12575676",AO-548/12575676,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-548/12575676,694694  1,"1
3",163627835,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A21F0>,,,0,0.425,LOW
0,0,163627321,3,Specs,AF-399/13200005,"1-(mesitylsulfonyl)-2-piperidinecarboxylic acid
AF-399/13200005",AF-399/13200005,http://www.specs.net,http://www.specs.net/enter.php?specsid=AF-399/13200005,2770161  1,"1
3",163627321,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A22D0>,,,1,0.605,MEDIUM
0,0,163627187,3,Specs,AE-641/40777865,"3-(cyclohexylamino)-6-methyl-1,2,4-triazin-5(4H)-one
AE-641/40777865",AE-641/40777865,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/40777865,135454353  1,"1
3",163627187,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A23B0>,,,0,0.295,LOW
0,0,163425618,3,Specs,AS-871/43478617,"4-hydroxy-N-[2-(1-propyl-1H-benzimidazol-2-yl)ethyl]pentanamide
AS-871/43478617",AS-871/43478617,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43478617,16451007  1,"1
3",163425618,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2490>,,,1,0.725,MEDIUM
0,0,163425406,5,Specs,AS-871/43477753,"2-amino-4-tert-butyl-3-thiophenecarbonitrile
AS-871/43477753",AS-871/43477753,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43477753,596866  1,"1
3",163425406,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2500>,,,0,0.465,LOW
0,0,163425009,3,Specs,AS-871/43476046,"3-(1-adamantylamino)-1-(1,3-benzodioxol-5-yl)-2,5-pyrrolidinedione
AS-871/43476046",AS-871/43476046,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43476046,2976235  1,"1
3",163425009,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A25E0>,,,1,0.58,MEDIUM
0,0,163424979,3,Specs,AS-871/43475835,"4-[(4-methyl-1-piperazinyl)methyl]benzonitrile
AS-871/43475835",AS-871/43475835,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43475835,7537612  1,"1
3",163424979,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2650>,,,1,0.9325,HIGH
0,0,163424899,3,Specs,AS-871/43475427,"methyl 4-methyl-2-({[(4-methylbenzoyl)amino]acetyl}amino)pentanoate
AS-871/43475427",AS-871/43475427,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43475427,51065736  1,"1
3",163424899,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2730>,,,1,0.605,MEDIUM
0,0,163424842,3,Specs,AS-871/43352406,"3-(1,1-dioxidotetrahydro-3-thienyl)-5-[(2-methyl-2,3-dihydro-1-benzofuran-5-yl)methylene]-2-thioxo-1,3-thiazolidin-4-one
AS-871/43352406",AS-871/43352406,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43352406,6237216  1,"1
3",163424842,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A27A0>,,,0,0.5,MEDIUM
0,0,162011300,3,Specs,AS-871/43475360,"4-(allyloxy)-N-(2-pyridinyl)-N-(2-thienylmethyl)benzamide
AS-871/43475360",AS-871/43475360,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/43475360,17014193  1,"1
3",162011300,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2810>,,,1,0.68,MEDIUM
0,0,162010898,3,Specs,AS-871/42507068,"1-[4-(allyloxy)phenyl]-2-[3-(dimethylamino)propyl]-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione
AS-871/42507068",AS-871/42507068,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/42507068,3972561  1,"1
3",162010898,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2880>,,,1,0.73875,MEDIUM
0,0,162010880,3,Specs,AS-871/42093878,"isopropyl 5-(4-tert-butylphenyl)-2,7-dimethyl-3-oxo-2,3-dihydro-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
AS-871/42093878",AS-871/42093878,http://www.specs.net,http://www.specs.net/enter.php?specsid=AS-871/42093878,3264119  1,"1
3",162010880,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A28F0>,,,1,0.6,MEDIUM
0,0,152186560,3,Specs,AG-690/40639297,"N-[1-(2-fluoroanilino)-2-(4-methylphenyl)-2-oxoethyl]-2-furamide
AG-690/40639297",AG-690/40639297,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40639297,2892696  1,"1
3",152186560,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2960>,,,1,0.555,MEDIUM
0,0,144202762,7,Specs,AG-690/15439287,"N-benzyl-2-[3-chloro(methylsulfonyl)anilino]acetamide
AG-690/15439287",AG-690/15439287,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/15439287,1095315  1,"1
3",144202762,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A29D0>,,,1,0.815,HIGH
0,0,144088282,5,Specs,AK-105/40837953,"3-(3,4-dichlorophenyl)-2-(5-phenyl-1H-tetraazol-1-yl)acrylic acid
AK-105/40837953",AK-105/40837953,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-105/40837953,45035665  1,"1
3",144088282,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2AB0>,,,1,0.535,MEDIUM
0,0,144087633,5,Specs,AE-848/12530605,"5-methyl-1H-benzimidazol-2-yl 2-(1-piperidinyl)ethyl sulfide
AE-848/12530605",AE-848/12530605,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-848/12530605,21269555  1,"1
3",144087633,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2B20>,Salt: 2 HCl,,1,0.7663333333333333,MEDIUM
0,0,136958758,5,Specs,AK-968/40642756,"N-(4-fluorobenzyl)-2-(3-methylphenoxy)propanamide
AK-968/40642756",AK-968/40642756,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/40642756,2976946  1,"1
3",136958758,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2B90>,,,1,0.74,MEDIUM
0,0,136958628,5,Specs,AJ-797/11982002,"4,5-dihydro-3H-8lambda~4~-[1,2]dithiolo[4,5,1-hi][1,2]benzodithiole
AJ-797/11982002",AJ-797/11982002,http://www.specs.net,http://www.specs.net/enter.php?specsid=AJ-797/11982002,56693105  1,"1
3",136958628,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2C70>,,,0,0.46,LOW
0,0,136958416,5,Specs,AG-389/15452265,"methyl 3,3,3-trifluoro-2-[(4-fluorobenzoyl)amino]-2-(1,3-thiazol-2-ylamino)propanoate
AG-389/15452265",AG-389/15452265,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-389/15452265,629136  1,"1
3",136958416,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2CE0>,,,1,0.563,MEDIUM
0,0,136958348,3,Specs,AG-205/08565035,"5-acetyl-2-amino-4-(4-fluorophenyl)-6-methyl-4H-pyran-3-carbonitrile
AG-205/08565035",AG-205/08565035,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/08565035,3156229  1,"1
3",136958348,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2D50>,,,1,0.528,MEDIUM
0,0,136958259,3,Specs,AE-641/14883081,"4-benzyl-2,7,7-trimethyl-5-oxo-1,4,5,6,7,8-hexahydro-3-quinolinecarbonitrile
AE-641/14883081",AE-641/14883081,http://www.specs.net,http://www.specs.net/enter.php?specsid=AE-641/14883081,4678063  1,"1
3",136958259,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2DC0>,,,1,0.625,MEDIUM
0,0,135659143,3,Specs,AO-022/43455304,"5-ethyl-N-{3-methyl-1-[(1,3-thiazol-2-ylamino)carbonyl]butyl}-8-oxo-5,8-dihydro[1,3]dioxolo[4,5-g]quinoline-7-carboxamide
AO-022/43455304",AO-022/43455304,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43455304,17584853  1,"1
3",135659143,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2E30>,,16  27  6,0,0.45,LOW
0,0,134420127,5,Specs,AO-081/13877023,"2-[4-chloro(phenylsulfonyl)-3-(trifluoromethyl)anilino]-N-(tetrahydro-2-furanylmethyl)acetamide
AO-081/13877023",AO-081/13877023,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-081/13877023,3136168  1,"1
3",134420127,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2EA0>,,,1,0.645,MEDIUM
0,0,126920914,3,Specs,AG-205/11944010,"ethyl (4,4-diphenyl-3,4-dihydro-2(1H)-quinazolinylidene)acetate
AG-205/11944010",AG-205/11944010,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/11944010,53497632  1,"1
3",126920914,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2F10>,,,1,0.74875,MEDIUM
0,0,125164921,3,Specs,AO-022/43454981,"tert-butyl 1-{5-[(2-chloro-6-fluorobenzyl)sulfonyl]-1,3,4-oxadiazol-2-yl}-2-methylbutylcarbamate
AO-022/43454981",AO-022/43454981,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43454981,25885971  1,"1
3",125164921,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2F80>,,"10  32  5
19  31  6",1,0.5125,MEDIUM
0,0,124751596,3,Specs,AO-022/43452629,"5-ethyl-N-(2-{[2-(5-fluoro-1H-indol-3-yl)ethyl]amino}-1-methyl-2-oxoethyl)-8-oxo-5,8-dihydro[1,3]dioxolo[4,5-g]quinoline-7-carboxamide
AO-022/43452629",AO-022/43452629,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43452629,17588421  1,"1
3",124751596,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A2FF0>,,19  35  6,1,0.605,MEDIUM
0,0,124751333,3,Specs,AO-022/43392577,"4-methoxy-N-[3-(pentylamino)-2-quinoxalinyl]benzenesulfonamide
AO-022/43392577",AO-022/43392577,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43392577,1604019  1,"1
3",124751333,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A3060>,,,1,0.75875,MEDIUM
0,0,124751118,3,Specs,AO-022/43356605,"2-(2,4-dimethylanilino)-4-(3-methoxyphenyl)-8-methyl-1,4-dihydro-6H-pyrimido[1,2-a][1,3,5]triazin-6-one
AO-022/43356605",AO-022/43356605,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43356605,4893132  1,"1
3",124751118,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A30D0>,,,1,0.59,MEDIUM
0,0,124354258,3,Specs,AO-854/43450523,"N-(1-adamantyl)-3-methylbenzenesulfonamide
AO-854/43450523",AO-854/43450523,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-854/43450523,53240312  1,"1
3",124354258,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A3140>,,,1,0.615,MEDIUM
0,0,124353593,3,Specs,AO-022/43391582,"pentyl 2-amino-1-(3-fluorophenyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylate
AO-022/43391582",AO-022/43391582,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43391582,3816277  1,"1
3",124353593,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A3220>,,,1,0.73875,MEDIUM
0,0,124353564,3,Specs,AO-022/43391061,"2-amino-1-(3-chloro-4-fluorophenyl)-N-isobutyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide
AO-022/43391061",AO-022/43391061,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/43391061,3831736  1,"1
3",124353564,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A3290>,,,1,0.655,MEDIUM
0,0,124353314,5,Specs,AO-022/42434899,"5-(4-ethylphenyl)-7-(2-methoxyphenyl)-4,5,6,7-tetrahydro[1,2,4]triazolo[1,5-a]pyrimidin-2-ylamine
AO-022/42434899",AO-022/42434899,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-022/42434899,2947162  1,"1
3",124353314,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1A3300>,,,1,0.695,MEDIUM
